"time","prcp","level","outflow","inflow","eventid"
"2011/6/14 14:00","0.1","151.34","114","571","2011061323"
"2011/6/14 17:00","0.1","151.37","237","408","2011061323"
"2011/6/14 20:00","","151.4","183","355","2011061323"
"2011/6/14 23:00","","151.44","61.2","290","2011061323"
"2011/6/15 2:00","","151.5","0","344","2011061323"
"2011/6/15 5:00","","151.54","0","229","2011061323"
"2011/6/15 8:00","","151.58","0","230","2011061323"
"2011/6/15 11:00","","151.62","0","230","2011061323"
"2011/6/15 14:00","","151.66","0","230","2011061323"
"2011/6/15 17:00","","151.69","0","172","2011061323"
"2012/2/22 11:00","2.33","145.5","110","110","2012022323"
"2012/2/22 14:00","7.61","145.52","0","105.7","2012022323"
"2012/2/22 17:00","3.45","145.51","148","95.1","2012022323"
"2012/2/22 20:00","0.12","145.52","0","52.9","2012022323"
"2012/2/22 23:00","0","145.52","0","0","2012022323"
"2012/2/23 2:00","0.52","145.53","0","52.8","2012022323"
"2012/2/23 5:00","0","145.55","0","105.7","2012022323"
"2012/2/23 8:00","2.01","145.56","0","52.8","2012022323"
"2012/2/23 11:00","17.41","145.65","0","475.7","2012022323"
"2012/2/23 14:00","9.54","145.72","0","370.1","2012022323"
"2012/2/23 17:00","7.05","145.83","0","581.5","2012022323"
"2012/2/23 20:00","4.51","145.96","0","687.2","2012022323"
"2012/2/23 23:00","4.45","146.13","0","908","2012022323"
"2012/2/24 2:00","0.57","146.27","0","750.1","2012022323"
"2012/2/24 5:00","1.2","146.39","0","642.9","2012022323"
"2012/2/24 8:00","2.39","146.5","0","589.4","2012022323"
"2012/2/24 11:00","2.76","146.61","0","589.4","2012022323"
"2012/2/24 14:00","0.68","146.69","0","428.6","2012022323"
"2012/2/24 17:00","4.08","146.77","0","428.7","2012022323"
"2012/2/24 20:00","0.2","146.87","0","535.8","2012022323"
"2012/2/24 23:00","0.13","146.95","0","428.7","2012022323"
"2012/2/25 2:00","2.86","147.02","0","376.5","2012022323"
"2012/2/25 5:00","1.34","147.1","0","434.4","2012022323"
"2012/2/25 8:00","0.54","147.17","0","380.1","2012022323"
"2012/2/25 11:00","0.72","147.23","39.1","364.9","2012022323"
"2012/2/25 14:00","0","147.29","2.14","328","2012022323"
"2012/2/25 17:00","0","147.35","0","325.905333","2012022323"
"2012/2/25 20:00","0","","0","380.068333","2012022323"
"2012/2/25 23:00","0","","0","271.516","2012022323"
"2012/2/26 2:00","0","","0","217.149333","2012022323"
"2012/2/26 5:00","0","","0","271.538667","2012022323"
"2012/2/26 8:00","0","","0","271.538667","2012022323"
"2012/2/26 11:00","0","","107.4","216.022667","2012022323"
"2012/2/26 14:00","0","","0","217.194667","2012022323"
"2012/2/26 17:00","0","","39.7","148.312333","2012022323"
"2012/2/26 20:00","0","","191.3","245.556667","2012022323"
"2012/2/26 23:00","0","","192","191.987667","2012022323"
"2012/2/27 2:00","0","","121.6","175.924333","2012022323"
"2012/2/27 5:00","0","","0","162.896","2012022323"
"2012/2/27 8:00","0","","0","162.873333","2012022323"
"2012/2/27 11:00","0","","218.9","218.853667","2012022323"
"2012/2/27 14:00","0","","40.5","203.404333","2012022323"
"2012/2/27 17:00","0","","184.8","130.478","2012022323"
"2012/2/27 20:00","0","","155.2","155.2","2012022323"
"2012/3/2 5:00","0.69","148.49","0","165.043667","2012030714"
"2012/3/2 8:00","2.04","148.52","0","165.066333","2012030714"
"2012/3/2 11:00","7.56","148.55","104.063667","269.13","2012030714"
"2012/3/2 14:00","2.73","148.56","188.382667","243.382333","2012030714"
"2012/3/2 17:00","1.61","148.57","188.407667","243.498","2012030714"
"2012/3/2 20:00","3.88","148.58","188.409667","243.409","2012030714"
"2012/3/2 23:00","2.55","148.61","187.134667","352.201","2012030714"
"2012/3/3 2:00","3.86","148.64","78.742","243.785667","2012030714"
"2012/3/3 5:00","1.66","148.7","0","330.109667","2012030714"
"2012/3/3 8:00","9.43","148.8","0","550.311","2012030714"
"2012/3/3 11:00","5.61","148.93","161.431333","876.627667","2012030714"
"2012/3/3 14:00","4.52","149.07","186.736","962.198333","2012030714"
"2012/3/3 17:00","6.06","149.22","185.207","1021.388667","2012030714"
"2012/3/3 20:00","1.85","149.34","185.331333","854.231667","2012030714"
"2012/3/3 23:00","0.22","149.43","185.422333","687.108667","2012030714"
"2012/3/4 2:00","0","149.53","185.478667","742.933","2012030714"
"2012/3/4 5:00","0","149.61","185.581","631.521667","2012030714"
"2012/3/4 8:00","0.46","149.67","185.597333","520.069667","2012030714"
"2012/3/4 11:00","0.96","149.72","185.514","464.264","2012030714"
"2012/3/4 14:00","4.09","149.76","185.612","408.548667","2012030714"
"2012/3/4 17:00","2.61","149.79","185.615333","352.829333","2012030714"
"2012/3/4 20:00","2.43","149.84","185.683","464.433","2012030714"
"2012/3/4 23:00","1.29","149.85","185.650333","241.463667","2012030714"
"2012/3/5 2:00","0.48","149.88","185.736333","352.972667","2012030714"
"2012/3/5 5:00","0.07","149.91","185.785","353.021333","2012030714"
"2012/3/5 8:00","7.3","149.93","214.473","325.896","2012030714"
"2012/3/5 11:00","11.29","149.95","373.577333","485.091","2012030714"
"2012/3/5 14:00","3.27","150","331.241667","609.946333","2012030714"
"2012/3/5 17:00","3.33","150.08","371.732667","823.596333","2012030714"
"2012/3/5 20:00","0.14","150.17","341.538333","849.916","2012030714"
"2012/3/5 23:00","0","150.25","377.878333","829.764667","2012030714"
"2012/3/6 2:00","0","150.32","378.059333","773.499667","2012030714"
"2012/3/6 5:00","0","150.38","378.177667","717.103333","2012030714"
"2012/3/6 8:00","0.06","150.41","378.188","547.64","2012030714"
"2012/3/6 11:00","0","150.42","374.088","430.557333","2012030714"
"2012/3/6 14:00","0.05","150.46","301.935","527.901","2012030714"
"2012/3/6 17:00","4.51","150.48","373.167667","486.060333","2012030714"
"2012/3/6 20:00","7.35","150.49","377.677","434.213667","2012030714"
"2012/3/6 23:00","11.9","150.51","378.021333","490.936","2012030714"
"2012/3/7 2:00","9.7","150.57","378.177333","717.126","2012030714"
"2012/3/7 5:00","6.87","150.69","378.384","1056.235667","2012030714"
"2012/3/7 8:00","2.44","150.83","378.640333","1169.407333","2012030714"
"2012/3/7 11:00","0","150.99","378.710667","1282.505333","2012030714"
"2012/3/7 14:00","0.13","151.15","379.155","1294.456","2012030714"
"2012/3/7 17:00","0.6","151.29","379.480667","1181.098333","2012030714"
"2012/3/7 20:00","2","151.4","369.692333","999.462333","2012030714"
"2012/3/7 23:00","0.06","151.45","369.834667","656.135","2012030714"
"2012/3/8 2:00","4.7","151.51","370.027333","713.587667","2012030714"
"2012/3/8 5:00","2.34","151.56","370.133667","656.433667","2012030714"
"2012/3/8 8:00","0.41","151.59","370.115","541.895333","2012030714"
"2012/3/8 11:00","0","151.62","370.102","541.859667","2012030714"
"2012/3/8 14:00","0.08","151.65","319.997667","491.777667","2012030714"
"2012/3/8 17:00","4.01","151.67","372.347667","429.585","2012030714"
"2012/3/8 20:00","5.65","151.67","372.532667","372.532667","2012030714"
"2012/3/8 23:00","3.69","151.71","369.409667","598.494667","2012030714"
"2012/3/9 2:00","0.79","151.76","373.045667","659.278","2012030714"
"2012/3/9 5:00","0.2","151.79","373.204667","544.962333","2012030714"
"2012/3/9 8:00","0.16","151.83","373.227667","602.313","2012030714"
"2012/3/9 11:00","0","151.86","373.169333","544.949333","2012030714"
"2012/3/9 14:00","0.96","151.88","373.353333","487.896333","2012030714"
"2012/3/9 17:00","0.64","151.9","373.213667","487.665667","2012030714"
"2012/3/9 20:00","0.24","151.92","373.346333","487.889","2012030714"
"2012/3/9 23:00","0.14","151.9","525.711333","411.168333","2012030714"
"2012/3/10 2:00","0","151.88","500.236","385.783667","2012030714"
"2012/3/10 5:00","0","151.87","370.642667","313.337667","2012030714"
"2012/3/10 8:00","0","151.85","446.990667","332.515667","2012030714"
"2012/3/10 11:00","0.27","151.82","552.768667","381.011333","2012030714"
"2012/3/10 14:00","0.15","151.78","552.824","323.738667","2012030714"
"2012/3/10 17:00","0","151.72","554.903","211.365667","2012030714"
"2012/4/12 8:00","0","150.87","11.3","67.8","2012041314"
"2012/4/12 11:00","0","150.87","178.3","178.3","2012041314"
"2012/4/12 14:00","6.89","150.9","111.8","281.3","2012041314"
"2012/4/12 17:00","1.91","150.9","179.6","179.6","2012041314"
"2012/4/12 20:00","18.79","150.91","188","244.5","2012041314"
"2012/4/12 23:00","2.03","150.94","238.7","408.1","2012041314"
"2012/4/13 2:00","8.65","150.96","367.4","480.4","2012041314"
"2012/4/13 5:00","14.86","151.03","367.5","765.1","2012041314"
"2012/4/13 8:00","1.19","151.12","367.6","882.9","2012041314"
"2012/4/13 11:00","0.21","151.24","353.2","1040.4","2012041314"
"2012/4/13 14:00","0.47","151.4","167","1083","2012041314"
"2012/4/13 17:00","0.15","151.47","369.3","770.2","2012041314"
"2012/4/13 20:00","0","151.55","186.4","644.4","2012041314"
"2012/4/13 23:00","0","151.6","185.6","471.9","2012041314"
"2012/4/14 2:00","0.23","151.66","185.6","529.2","2012041314"
"2012/4/14 5:00","1.39","151.7","185.6","414.7","2012041314"
"2012/4/14 8:00","0.06","151.73","185.7","357.5","2012041314"
"2012/4/14 11:00","0.22","151.75","230.4","344.9","2012041314"
"2012/4/14 14:00","0.59","151.76","257.6","314.8","2012041314"
"2012/4/14 17:00","1.19","151.76","244.2","244.2","2012041314"
"2012/4/14 20:00","14.1","151.77","328.3","385.6","2012041314"
"2012/4/14 23:00","3.91","151.77","365.8","365.8","2012041314"
"2012/4/15 2:00","2.39","151.81","365.8","594.8","2012041314"
"2012/4/15 5:00","0","151.83","365.9","480.5","2012041314"
"2012/4/15 8:00","0.27","151.84","365.9","423.1","2012041314"
"2012/4/15 11:00","0","151.85","365.9","423.3","2012041314"
"2012/4/15 14:00","0.15","151.89","251.5","480.5","2012041314"
"2012/4/15 17:00","19.4","151.92","368.3","540.1","2012041314"
"2012/4/15 20:00","0.93","151.99","368.6","769.4","2012041314"
"2012/4/15 23:00","0.28","152.08","306.2","827.6","2012041314"
"2012/4/16 2:00","0.2","152.2","169.2","865.6","2012041314"
"2012/4/16 5:00","0.13","152.31","0","638.4","2012041314"
"2012/4/16 8:00","0.06","152.41","27.3","607.7","2012041314"
